epoch,acc,iou,loss,lr,precision_2,recall_2,val_acc,val_iou,val_loss,val_precision_2,val_recall_2
0,0.7962465882301331,0.10010766983032227,0.50135737657547,1e-04,0.19715675711631775,0.362688809633255,0.9114800095558167,0.07868403196334839,0.6108666062355042,0.08283202350139618,0.0010221300181001425
